framework_id,control_id,title,severity,weight,doc_types,page,intent
unesco,unesco::UNESCO-4,"Apply a holistic, multicultural, and evolving ethical framework to AI systems",high,3,"system,policy",5-8,"AI systems must be evaluated using an ethical framework that is inclusive of diverse cultural values, adaptable over time, and centered on human dignity, well-being, and harm prevention—not just techn"
unesco,unesco::UNESCO-5,Address ethical issues across the entire AI system life cycle,high,3,"system,plan",5-8,"Ethical oversight must extend beyond just development or deployment—it must cover every phase of an AI system’s existence, from initial research through to decommissioning and disposal, ensuring accou"
unesco,unesco::UNESCO-6,Recognize AI actors across all roles in the life cycle,med,2,"policy,system",5-8,"All individuals and organizations contributing to any phase of an AI system’s life cycle—whether designing, using, funding, or maintaining it—are ethically responsible and must be held accountable for"
unesco,unesco::UNESCO-7,"Address AI’s impact on UNESCO’s core domains: education, science, culture, and communication",med,2,"system,policy",5-8,"AI systems must be ethically evaluated for their specific impacts on education, scientific integrity, cultural diversity, and information access—ensuring they support, rather than undermine, UNESCO’s "
unesco,unesco::UNESCO-8,Mitigate algorithmic bias and reinforce discrimination,high,3,"system,policy",5-8,"AI systems must be actively designed and audited to prevent the replication or amplification of societal biases, particularly those related to race, gender, class, or geography, to avoid deepening sys"
unesco,unesco::UNESCO-PRINCIPLE-1,"Respect, protection and promotion of human rights and fundamental freedoms and human dignity",high,3,"system,policy,plan",7-10,"AI systems must not harm, subdue, or objectify any person at any stage of their life cycle, and must uphold human dignity and rights as defined by international law. Designers and operators must ensur"
unesco,unesco::UNESCO-PRINCIPLE-2,Environment and ecosystem flourishing,high,2,"system,policy,plan",7-10,"AI developers and users must minimize environmental harm throughout the AI life cycle, including energy use and resource extraction, and comply with environmental laws to protect ecosystems and combat"
unesco,unesco::UNESCO-PRINCIPLE-3,Ensuring diversity and inclusiveness,high,3,"system,policy,plan",7-10,"AI systems must be designed and deployed to include and empower all groups, especially marginalized and under-resourced communities, and must not exacerbate existing inequalities or exclude people due"
unesco,unesco::UNESCO-PRINCIPLE-4,"Living in peaceful, just and interconnected societies",med,2,"system,policy,plan",7-10,"AI systems must foster social cohesion, justice, and interconnectedness rather than division or exploitation, and should be designed to support peaceful, equitable, and solidarity-based societies."
unesco,unesco::UNESCO-RECOMMENDATION-1,"Provide a universal framework of values, principles and actions to guide States in AI legislation and policy",high,3,policy,7-10,"Governments must develop AI laws and policies grounded in the UNESCO ethical framework, ensuring alignment with international human rights and sustainability obligations."
unesco,unesco::UNESCO-RECOMMENDATION-2,Guide all AI actors to embed ethics throughout the AI system life cycle,high,3,"system,policy,plan",7-10,"All entities involved in AI development or deployment — from researchers to corporations — must integrate ethical considerations into every phase of the AI life cycle, from design to decommissioning."
unesco,unesco::UNESCO-RECOMMENDATION-3,Promote equitable access to AI developments and benefit-sharing with LMICs,med,2,"policy,plan",7-10,"AI advancements and their benefits must be shared equitably, with special focus on supporting low-resource countries through technology transfer, capacity building, and inclusive participation."
unesco,unesco::UNESCO-20,"No restriction on lifestyle choices, beliefs, expressions or personal experiences in AI life cycle",med,2,"system,policy,plan",10-13,"AI systems must not restrict individuals' personal choices, beliefs, or expressions at any stage of their life cycle. This ensures autonomy and freedom in how people interact with or shape AI systems."
unesco,unesco::UNESCO-21,"Overcome technological and infrastructural gaps in LMICs, LDCs, LLDCs and SIDS",high,3,"policy,plan",10-13,"AI actors must actively work to close technological and capacity gaps in vulnerable regions, and must never exploit their lack of infrastructure or legal frameworks. International solidarity is requir"
unesco,unesco::UNESCO-22,AI actors must promote peaceful and just interconnected societies,med,2,"system,policy,plan",10-13,"AI systems must be designed and used to foster social cohesion, peace, justice, and ecological interconnectedness, avoiding actions that divide communities or harm the environment."
unesco,unesco::UNESCO-24,"AI must not segregate, objectify, or undermine freedom, safety, or coexistence",high,3,"system,policy,plan",10-13,"AI systems must avoid any design or deployment that segregates, objectifies, or endangers individuals, communities, or ecosystems. They must uphold freedom, safety, and ecological coexistence."
unesco,unesco::UNESCO-25,Proportionality and Do No Harm in AI deployment,high,3,"system,policy,plan",10-13,"AI systems must be proportionate to their intended purpose, avoid unnecessary harm, and include proactive risk assessment and mitigation measures to prevent harm to people, rights, or ecosystems."
unesco,unesco::UNESCO-26,Justification of AI method choice must meet three criteria,high,3,"system,policy,plan",10-13,"Any AI method must be justified as appropriate, rights-respecting, scientifically sound, and context-sensitive. Human decision-making must remain final in high-stakes scenarios, and AI must never be u"
unesco,unesco::UNESCO-27,Ensure safety and security throughout AI life cycle,high,3,"system,policy,plan",10-13,"AI systems must be designed and operated to prevent all forms of safety and security risks—both accidental and malicious—throughout their life cycle, using secure, privacy-protective data practices."
unesco,unesco::UNESCO-28,"Promote fairness, non-discrimination, and inclusive access to AI",high,3,"system,policy,plan",10-13,"AI must be designed and deployed equitably, ensuring access and participation for all groups—especially marginalized ones—across national and international boundaries, with special attention to digita"
unesco,unesco::UNESCO-29,Minimize and avoid reinforcing bias in AI systems,high,3,"system,policy,plan",10-13,"AI systems must actively prevent bias and discrimination at every stage, and provide accessible, effective remedies when biased outcomes occur."
unesco,unesco::UNESCO-30,Address digital and knowledge divides in AI life cycle,med,2,"system,policy,plan",10-13,"AI development must actively reduce digital and knowledge gaps by ensuring equitable access to technology, data, skills, and participation opportunities for all communities."
unesco,unesco::UNESCO-31,Assess AI’s impact on sustainability and SDGs,med,2,"system,policy,plan",10-13,"AI systems must be continuously evaluated for their impact on sustainability goals, including environmental, social, and economic dimensions aligned with the UN SDGs."
unesco,unesco::UNESCO-32,"Respect, protect, and promote privacy throughout AI life cycle",high,3,"system,policy,plan",10-13,"Privacy must be upheld at every stage of AI development and use, with data handling fully compliant with international legal standards and human rights principles."
unesco,unesco::UNESCO-33,Establish multi-stakeholder data protection frameworks,high,3,"policy,plan",10-13,"Data protection for AI must be governed by multi-stakeholder frameworks, legally enforceable, and grounded in international standards with informed consent as a baseline."
unesco,unesco::UNESCO-34,Conduct privacy impact assessments with ethical considerations,med,2,"system,policy,plan",10-13,"Privacy impact assessments for AI must go beyond technical compliance to include societal and ethical impacts, and must embed privacy-by-design principles from the outset."
unesco,unesco::UNESCO-35,Ensure attribution of ethical and legal responsibility to humans or legal entities,high,3,"system,policy,plan",10-13,"There must always be a clear human or legal entity accountable for AI decisions and outcomes, including during remedy processes, with oversight extending beyond individuals to include public accountab"
unesco,unesco::UNESCO-36,"Human oversight must retain ultimate responsibility, especially in life-and-death decisions",high,3,"system,policy,plan",10-13,"Humans must retain final authority over AI decisions, especially in high-stakes contexts like healthcare, justice, or military use—AI can assist but never replace human accountability."
unesco,unesco::UNESCO-37,Ensure transparency and explainability to protect human rights,high,3,"system,policy,plan",10-13,"AI systems must be transparent and explainable enough to allow individuals to understand, challenge, and seek remedy for decisions affecting their rights—otherwise, they risk violating legal and ethic"
unesco,unesco::UNESCO-38,Inform users when AI influences decisions affecting rights and provide recourse,high,3,"system,policy,plan",10-13,"Individuals must be clearly notified when AI influences decisions affecting their rights, and must be able to request explanations and have those decisions reviewed and corrected by a human."
unesco,unesco::UNESCO-39,"Transparency contributes to peaceful, just, and democratic societies",med,2,"policy,plan",10-13,"Transparency in AI is not just a technical requirement but a societal good that fosters accountability, reduces discrimination, and strengthens democratic governance through public scrutiny."
unesco,unesco::ETHICS-1.1,Transparency and explainability appropriate to context and impact,high,3,"system,policy,plan",13-16,"AI systems must be designed with transparency and explainability scaled to their context and potential impact, ensuring these features do not compromise privacy, safety, or security. This ensures demo"
unesco,unesco::ETHICS-1.2,Informed consent and right to explanation for AI-influenced decisions,high,3,"system,policy,plan",13-16,"Individuals must be notified when AI influences decisions affecting their safety or rights, and must be able to request and receive meaningful explanations, plus a path to challenge or correct those d"
unesco,unesco::ETHICS-1.3,AI actors must inform users when AI is used in products or services,med,2,"system,policy,plan",13-16,"Users must be clearly and timely notified whenever AI is involved in delivering a product or service, regardless of whether the AI is central or auxiliary, to ensure informed interaction and trust."
unesco,unesco::ETHICS-1.4,Transparency may require sharing code or datasets in cases of serious human rights threats,high,3,"system,policy,plan",13-16,"When AI systems pose serious risks to human rights, developers and deployers must be prepared to disclose source code or training data to enable independent scrutiny and remediation."
unesco,unesco::ETHICS-1.5,"Explainability must be meaningful for non-temporary, non-reversible, high-risk AI decisions",high,3,"system,policy,plan",13-16,"For AI decisions that have lasting, irreversible, or high-stakes consequences, users must receive clear, understandable explanations that allow them to comprehend how and why the decision was made."
unesco,unesco::ETHICS-2.1,Ultimate responsibility for AI decisions must be attributable to AI actors,high,3,"system,policy,plan",13-16,"No AI system can be held responsible—legal and ethical accountability for its outcomes must always be clearly assigned to human or organizational actors involved in its design, deployment, or operatio"
unesco,unesco::ETHICS-2.2,"Develop oversight, audit, and due diligence mechanisms for AI systems",high,3,"system,policy,plan",13-16,"Organizations must implement formal oversight, auditing, and due diligence processes—including whistleblower protections—to ensure AI systems are traceable, auditable, and aligned with human rights an"
unesco,unesco::ETHICS-3.1,Promote public awareness and AI literacy through multi-stakeholder education,med,2,"policy,plan",13-16,"Governments and organizations must collaborate to deliver accessible, culturally appropriate education and training to the public on AI, data, and ethics, empowering citizens to make informed choices "
unesco,unesco::ETHICS-3.2,AI education must be grounded in human rights and environmental impact,med,2,"policy,plan",13-16,"All AI education and training must explicitly connect AI technologies to their real-world impacts on human rights and ecological well-being, not just technical performance."
unesco,unesco::ETHICS-4.1,Implement ethical impact assessments (EIA) for AI systems,high,3,"policy,plan,system",13-16,"All public and high-risk private AI systems must undergo formal ethical impact assessments that evaluate human rights, environmental, and social risks, with meaningful public input, before deployment."
unesco,unesco::ETHICS-4.2,Implement due diligence and monitoring for AI systems’ human rights and socio-economic impacts,high,3,"policy,plan,system",13-16,"Organizations must conduct ongoing due diligence to detect and mitigate AI’s negative impacts on human rights, social equity, and economic inclusion, and actively prevent AI from worsening poverty or "
unesco,unesco::ETHICS-4.3,"Ensure inclusive, multi-stakeholder participation in AI governance",high,3,"policy,plan",13-16,"AI governance must actively include diverse stakeholders—including marginalized groups and Indigenous communities—throughout the AI lifecycle, with respect for their autonomy, especially over their da"
unesco,unesco::UNESCO-51,Implement enforceable transparency protocols and assess socio-economic impact of AI systems,high,3,"system,policy,plan",15-18,Governments and AI actors must implement transparent protocols to access information held by private entities and assess AI's socio-economic impacts to prevent widening inequality and digital divides.
unesco,unesco::UNESCO-52,Monitor AI system life cycle with ethical impact assessments aligned with human rights law,high,3,"system,policy,plan",15-18,"All AI actors must continuously monitor every phase of AI systems—data, algorithms, and actors—especially in public services, integrating human rights law obligations into ethical impact assessments."
unesco,unesco::UNESCO-53,Adopt regulatory framework for ethical impact assessments with oversight mechanisms,high,3,"policy,plan",15-18,"Governments must establish mandatory regulatory procedures for ethical impact assessments that include auditability, traceability, explainability, public access, and external review—ensuring assessmen"
unesco,unesco::UNESCO-54,"Ensure inclusive, transparent, and multi-stakeholder AI governance mechanisms",high,3,policy,15-18,"AI governance must be inclusive, transparent, and involve multiple stakeholders across borders, with built-in mechanisms for anticipating harm, protecting rights, monitoring impact, enforcing rules, a"
unesco,unesco::UNESCO-55,Implement enforcement and remedial mechanisms for AI-related harms,high,3,"policy,plan",15-18,"Member States must enact strong enforcement and remedial mechanisms to investigate and redress AI-caused harms, ensuring accountability through auditability and traceability, and collaborate with stak"
unesco,unesco::UNESCO-56,Develop certification mechanisms for AI systems that balance ethics and innovation,med,2,"policy,plan",15-18,"Member States should create tiered, risk-based certification systems for AI systems that ensure ethical compliance across the life cycle, avoid burdening small actors, and require re-certification to "
unesco,unesco::UNESCO-57,Conduct transparent self-assessments of AI adoption for human rights compliance,high,3,"policy,system",15-18,Public authorities must perform transparent self-assessments to determine if AI adoption is appropriate and compliant with human rights law—and prohibit use if it would violate those rights.
unesco,unesco::UNESCO-58,Appoint independent AI Ethics Officers and establish a global network,med,2,"policy,system",15-18,"Organizations should appoint independent AI Ethics Officers to oversee ethical assessments and monitoring, and Member States should support a global network of such officers to strengthen ethical gove"
unesco,unesco::UNESCO-59,Develop a national digital ecosystem for ethical and inclusive AI development,med,2,"policy,plan",15-18,"Member States must build national digital ecosystems that ensure equitable access to AI development tools and knowledge, addressing gaps across the AI life cycle and supporting global collaboration."
unesco,unesco::UNESCO-60,Ensure inclusive participation of LMICs in international AI governance,med,2,"policy,plan",15-18,"Member States must actively enable participation of low-income and vulnerable countries in global AI governance forums through funding, travel support, and equitable representation mechanisms."
unesco,unesco::UNESCO-61,Ensure national AI legislation complies with human rights law and promotes rights throughout the life cycle,high,3,"policy,plan",15-18,"All national AI legislation must align with human rights law and actively promote rights across the AI life cycle, with private and public sectors using both existing and new tools to uphold these obl"
unesco,unesco::UNESCO-62,Monitor social and economic impact of AI in human rights-sensitive sectors,high,3,"policy,system",15-18,"Where AI is used in human rights-sensitive sectors (e.g., law enforcement, healthcare), governments must establish dedicated oversight mechanisms to monitor social and economic impacts through indepen"
unesco,unesco::UNESCO-63,Enhance judicial capacity and ensure human oversight in AI-assisted justice,high,3,"policy,system",15-18,"Judiciaries must be trained to use AI in compliance with human rights and rule of law, with mandatory human oversight and safeguards to preserve judicial independence and public trust."
unesco,unesco::UNESCO-64,Develop international safety and transparency standards for AI systems,high,3,"policy,plan",15-18,"Governments and international bodies must develop measurable, testable global standards for AI safety and transparency, and fund research into explainability, inclusion, and literacy across technical "
unesco,unesco::UNESCO-65,Ensure AI actor actions align with international human rights law and cultural contexts,high,3,"policy,system",15-18,"All AI actors must comply with international human rights law throughout the AI life cycle, while respecting cultural and social diversity—without compromising the universality of human rights."
unesco,unesco::UNESCO-66,Require disclosure and combat of stereotyping and biased data in AI systems,high,3,"system,policy",15-18,"AI actors must disclose and actively combat stereotyping and bias in AI outcomes and training data, especially in data-scarce regions, to prevent reinforcing inequalities, prejudice, and misinformatio"
unesco,unesco::UNESCO-67,Promote diversity and inclusion in AI development teams and datasets,med,2,"policy,system",15-18,"Member States must ensure AI development teams and training datasets reflect population diversity, and guarantee equitable access to AI benefits for marginalized groups in both rural and urban areas."
unesco,unesco::UNESCO-68,Establish accountability frameworks with human oversight and prohibit AI legal personality,high,3,"policy,plan",15-18,Member States must create accountability and liability frameworks that assign responsibility to human or legal persons—not AI systems—and ensure human oversight is embedded across all stages of the AI
unesco,unesco::UNESCO-69,Involve all AI actors in norm-setting and use regulatory sandboxes,med,2,"policy,plan",18-21,"Governments must engage diverse stakeholders in co-creating AI governance norms and use safe testing environments like sandboxes to iteratively refine regulations before full implementation, ensuring "
unesco,unesco::UNESCO-70,Require transparency and explainability in AI systems,high,2,"system,policy",18-21,"Governments must mandate that AI systems are designed to be transparent and explainable, with impact assessments tailored to the specific context, use case, and users to build trust and enable account"
unesco,unesco::UNESCO-71,Ensure continual evaluation of training data quality,med,2,"system,policy",18-21,"Governments must require ongoing assessment of training data quality, including how data is collected, secured, and improved through feedback loops, to ensure reliability and ethical integrity of AI s"
unesco,unesco::UNESCO-72,Protect privacy through legislative frameworks and privacy by design,high,3,"policy,system",18-21,"Governments must enforce privacy laws aligned with international standards, require privacy impact assessments for AI systems, and mandate privacy-by-design principles to protect individuals throughou"
unesco,unesco::UNESCO-73,Ensure individual rights over personal data in AI systems,high,3,"policy,system",18-21,"Governments must guarantee individuals full control over their personal data in AI systems, including rights to access, erase, and object to processing, with independent oversight and compliance with "
unesco,unesco::UNESCO-74,Ensure full security for sensitive personal data,high,3,"policy,system",18-21,"Governments must implement enhanced security measures for sensitive personal data—such as biometric, health, or identity-related information—to prevent harm from misuse or breaches in AI systems."
unesco,unesco::UNESCO-75,Promote open data and public data sharing mechanisms,med,2,"policy,plan",18-21,"Governments should encourage open access to publicly funded or held data and source code through secure repositories and data trusts to enable ethical, transparent, and equitable AI development."
unesco,unesco::UNESCO-76,"Promote quality, robust, and diverse datasets with annotation standards",med,2,"system,policy",18-21,"Governments should support the creation of high-quality, diverse, and legally compliant datasets with standardized annotations—including disaggregation by gender and other attributes—to ensure fairnes"
unesco,unesco::UNESCO-77,Adopt a digital commons approach to data and promote collaborative data sharing,med,2,"policy,plan",18-21,"Governments should promote data as a shared public resource through digital commons, interoperable systems, and trusted platforms that enable secure, ethical data sharing between public and private ac"
unesco,unesco::UNESCO-78,Include AI ethics in international and multi-stakeholder fora,med,1,policy,18-21,Governments and corporations must integrate AI ethics into all major international policy discussions and multi-stakeholder forums to ensure global alignment on ethical AI norms.
unesco,unesco::UNESCO-79,Ensure AI in development sectors adheres to ethical principles,high,2,"policy,plan",18-21,"Governments must ensure that all AI applications in critical development sectors—like health, education, and agriculture—comply with the ethical principles of the UNESCO Recommendation, including huma"
unesco,unesco::UNESCO-80,Foster international cooperation on AI for development,med,2,"policy,plan",18-21,"Governments must actively support global cooperation to help low-income and vulnerable countries access AI expertise, funding, data, and infrastructure to address development challenges equitably."
unesco,unesco::UNESCO-81,Promote international collaboration in AI research and innovation,med,2,"policy,plan",18-21,"Governments must support global research networks that empower researchers from low-income and vulnerable countries to lead and participate in AI innovation, not just as data providers but as knowledg"
unesco,unesco::UNESCO-82,Promote AI ethics research across cultures and contexts,med,2,"policy,plan",18-21,"Governments must fund and support research that adapts AI ethics frameworks to local cultural, social, and technological contexts to ensure globally relevant and context-sensitive ethical AI."
unesco,unesco::UNESCO-83,Encourage international cooperation to bridge technological divides,med,2,"policy,plan",18-21,"Governments must foster equitable technological exchange between advanced and developing nations to reduce global AI disparities, ensuring cooperation respects international law and includes public pa"
unesco,unesco::UNESCO-84,Assess and reduce environmental impact of AI systems,med,2,"system,policy",18-21,"Governments and corporations must measure and minimize the environmental footprint of AI systems—including energy use, carbon emissions, and resource extraction—throughout their lifecycle and ensure c"
unesco,unesco::UNESCO-85,Incentivize ethical AI for environmental resilience and sustainability,med,2,"policy,plan",18-21,"Governments should incentivize the development of AI systems that protect the environment, support disaster resilience, and involve local and indigenous communities—aligned with circular economy and s"
unesco,unesco::ENV-86,Favor energy-efficient AI methods and apply the precautionary principle,high,3,"system,plan",20-23,"AI developers must prioritize low-resource models and provide evidence that the environmental cost is justified by the benefit; if evidence is lacking or impacts are excessive, the system must not be "
unesco,unesco::GEND-87,Maximize AI’s contribution to gender equality and prevent rights violations,high,3,"system,policy,plan",20-23,AI systems must be designed and deployed to actively advance gender equality and must never harm women or girls; all ethical assessments must explicitly integrate gender analysis across all phases of 
unesco,unesco::GEND-88,Fund and implement gender-responsive digital policies and STEM programs,med,2,"policy,plan",20-23,"Governments must allocate specific funding and design policies to ensure women and girls have equitable access to AI-related education, employment, and career advancement opportunities, particularly i"
unesco,unesco::GEND-89,Eliminate gender gaps exacerbated by AI systems,high,3,"policy,system",20-23,"AI systems must not reinforce existing gender inequalities in wages, representation, education, or care work; governments must actively use AI to close these gaps rather than deepen them."
unesco,unesco::GEND-90,Prevent and redress gender stereotyping and online harm in AI,high,3,"system,policy",20-23,"AI systems must be designed to avoid reinforcing harmful gender stereotypes and must include safeguards against online gender-based violence, harassment, and trafficking enabled or amplified by algori"
unesco,unesco::GEND-91,Promote female entrepreneurship and gender-balanced leadership in AI,med,2,"policy,plan",20-23,"Governments must actively promote women’s leadership and entrepreneurship in AI through funding, policy, and workplace protections, ensuring gender-balanced representation in research, management, and"
unesco,unesco::GEND-92,Promote gender diversity in AI research and combat harassment,med,2,"policy,plan",20-23,"Academic and industry institutions must actively recruit and retain women in AI research by removing barriers, combating harassment, and sharing proven strategies for inclusive research environments."
unesco,unesco::CULT-94,"Use AI to preserve and promote cultural heritage, including indigenous languages",med,2,"system,policy",20-23,"AI should be used to protect and revitalize cultural heritage and indigenous languages, with active involvement of affected communities in design and deployment to ensure cultural integrity."
unesco,unesco::CULT-95,Assess cultural impact of NLP systems on language diversity,med,2,"system,policy",20-23,NLP systems must be evaluated for their impact on linguistic diversity; policies must prevent AI from accelerating the extinction of endangered languages and dialects by favoring dominant languages.
unesco,unesco::CULT-96,Train artists and creatives in AI for cultural production,med,2,"policy,plan",20-23,"Artists and cultural creators must be equipped with AI literacy to use, critique, and co-design AI tools in cultural production, ensuring that artistic freedom and cultural diversity are preserved."
unesco,unesco::CULT-98,Ensure algorithmic recommendation promotes diverse cultural content,med,2,"system,policy",20-23,"Algorithmic recommendation systems must be designed to promote local and diverse cultural content, not just dominant or commercial content, to prevent cultural homogenization."
unesco,unesco::CULT-99,Assess AI’s impact on intellectual property rights,med,2,"policy,plan",20-23,"Governments must study and clarify how AI-generated works affect copyright and IP law, and ensure that training AI on protected works respects the rights of original creators."
unesco,unesco::EDU-101,Provide AI literacy education to the public at all levels,med,2,"policy,plan",20-23,"All citizens, regardless of background, must receive accessible AI literacy education to understand AI’s benefits, risks, and societal impacts, reducing digital exclusion."
unesco,unesco::EDU-102,Promote prerequisite skills for AI education,med,2,"policy,plan",20-23,"Foundational skills—including digital, ethical, and socio-emotional competencies—must be prioritized in education systems to prepare populations for an AI-driven world, especially in underserved areas"
unesco,unesco::EDU-103,Raise public awareness of AI’s impact on human rights,med,2,"policy,plan",20-23,"Governments must run public awareness campaigns that explain how AI affects human rights—including children’s rights—so that all citizens, not just experts, can understand and engage with these techno"
unesco,unesco::EDU-104,Ensure ethical and supportive use of AI in education,high,3,"system,policy,plan",20-23,"AI in education must enhance learning without replacing human interaction, must not predict or monitor students in invasive ways, and must comply with data protection laws to safeguard privacy and cog"
unesco,unesco::UNESCO-105,Promote inclusive participation in AI education,high,3,"policy,plan",23-26,"Member States must actively ensure equitable access and leadership opportunities in AI education for underrepresented and marginalized groups, and track progress through shared best practices."
unesco,unesco::UNESCO-106,Develop AI ethics curricula in local and indigenous languages,high,3,"policy,plan",23-26,"Member States must create AI ethics education materials in local and indigenous languages, ensure accessibility for persons with disabilities, and integrate ethical and social dimensions with technica"
unesco,unesco::UNESCO-107,Promote and fund AI ethics research and ethical AI best practices,high,3,"policy,plan",23-26,Member States must fund and incentivize AI ethics research and publicly recognize ethical AI developers to encourage responsible innovation aligned with international norms.
unesco,unesco::UNESCO-108,Require AI researchers to integrate research ethics into their work,high,3,"system,policy,plan",23-26,"AI researchers must receive formal ethics training and be required to document ethical considerations in dataset selection, annotation practices, and result interpretation to prevent biased or harmful"
unesco,unesco::UNESCO-109,Facilitate data access for research in low-resource countries,med,2,"policy,plan",23-26,"Private companies must enable researchers in low-resource countries to access their data for ethical AI research, while ensuring compliance with privacy and data protection laws."
unesco,unesco::UNESCO-110,"Ensure rigorous, interdisciplinary AI research for critical evaluation",high,3,"policy,plan",23-26,"AI development must be grounded in independent, interdisciplinary research that includes social sciences and humanities to identify and mitigate societal risks and misuses."
unesco,unesco::UNESCO-111,Ensure scientific rigor in data-driven AI conclusions,med,2,"policy,plan",23-26,Scientific communities must critically assess the validity and limitations of AI-driven conclusions and actively inform policy with transparent evaluations of AI’s strengths and risks.
unesco,unesco::UNESCO-112,Use AI to improve access to information and knowledge,med,2,"policy,plan",23-26,"Member States must deploy AI to expand equitable access to information and knowledge, supporting freedom of expression and transparency in public data disclosure."
unesco,unesco::UNESCO-113,Ensure transparency and redress in AI content moderation,high,3,"policy,system",23-26,"AI-driven content moderation must be transparent, provide clear reasons for content removal, offer appeal mechanisms, and preserve diversity of viewpoints to protect freedom of expression."
unesco,unesco::UNESCO-114,Promote digital and media literacy to counter disinformation,med,2,"policy,plan",23-26,"Member States must invest in public education to build digital literacy skills that enable people to critically assess AI-driven content, including recommender systems, and combat disinformation."
unesco,unesco::UNESCO-115,Enable ethical media reporting on AI and ethical AI use in media,med,2,"policy,plan",23-26,"Media organizations must be supported with resources and legal protections to report critically on AI, while also being encouraged to use AI ethically in their own content production."
unesco,unesco::UNESCO-116,Address AI’s impact on labor markets and update education skills,high,3,"policy,plan",23-26,"Member States must update education curricula to include essential human and interdisciplinary skills alongside technical training, and ensure transparency about evolving labor demands in the age of A"
unesco,unesco::UNESCO-117,Foster collaboration to align training with future work needs,med,2,"policy,plan",23-26,"Member States must facilitate multi-stakeholder collaboration to align education and training programs with evolving AI-driven labor needs, using project-based learning models."
unesco,unesco::UNESCO-118,Ensure fair transition for workers displaced by AI,high,3,"policy,plan",23-26,"Member States must implement comprehensive worker transition programs—including upskilling, income support, and tax reforms—to mitigate job losses from AI automation, with adequate public funding and "
unesco,unesco::UNESCO-119,Support interdisciplinary research on AI’s labor impact,med,2,"policy,plan",23-26,"Member States must fund interdisciplinary research to understand how AI affects local labor markets, human interactions, and geographic disparities, to inform effective reskilling and redeployment str"
unesco,unesco::UNESCO-120,Prevent market dominance and ensure competitive AI markets,high,3,"policy,plan",23-26,"Member States must enforce antitrust measures and market oversight to prevent monopolistic control over AI data, technology, or markets, especially protecting vulnerable countries from exploitation, a"
unesco,unesco::GOVERN-11.3,Respect ethical AI standards when exporting systems,high,3,"system,policy",25-28,"AI developers must apply the ethical standards of their home country even when deploying systems abroad, ensuring global consistency in ethical practices and preventing ethical arbitrage."
unesco,unesco::GOVERN-11.4,Deploy AI in health care consistent with human rights and international law,high,3,"system,policy",25-28,"Governments must ensure all health-related AI systems uphold human rights and international legal obligations, prioritizing life-saving applications while avoiding rights violations such as discrimina"
unesco,unesco::GOVERN-11.5,"Ensure health AI systems are safe, effective, and evidence-based",high,3,"system,policy",25-28,"All health AI systems, especially those targeting mental health and youth, must be rigorously validated through scientific and medical evidence before use, ensuring they are safe, effective, and not d"
unesco,unesco::GOVERN-11.6,Involve patients in digital health intervention development,med,2,"system,policy",25-28,"Patients and their advocates must be meaningfully included throughout the design, testing, and deployment of digital health AI tools to ensure systems reflect real user needs and values."
unesco,unesco::GOVERN-11.7,Regulate health AI to minimize bias and ensure human oversight,high,3,"system,policy",25-28,"Health AI systems must be designed with bias mitigation, human-in-the-loop decision-making, informed consent, privacy compliance, and ethical review — ensuring AI supports but never replaces human cli"
unesco,unesco::GOVERN-11.8,Research AI’s harms to mental health,med,2,"policy,plan",25-28,"Governments must fund and conduct systematic research into how AI contributes to mental health harms like addiction, isolation, or radicalization, and use findings to inform regulatory safeguards."
unesco,unesco::GOVERN-11.9,Develop guidelines for human-robot interactions,med,2,"policy,plan",25-28,"Governments must create safety and ethical guidelines for all human-robot interactions — especially in care, education, and child-facing contexts — to prevent psychological harm and exploitation throu"
unesco,unesco::GOVERN-11.10,Ensure human-robot interactions comply with human rights principles,high,3,"system,policy",25-28,"All human-robot interactions must uphold human rights, diversity, and dignity — especially for vulnerable groups — and neurotechnologies must be regulated to prevent threats to autonomy and identity."
unesco,unesco::GOVERN-11.11,Ensure users can identify and refuse AI interactions,high,3,"system,policy",25-28,Users must always be clearly informed when they are interacting with AI — not a human — and have the right to opt out or request human assistance without penalty.
unesco,unesco::GOVERN-11.12,Raise awareness about anthropomorphization of AI,med,2,"policy,plan",25-28,"Governments must educate the public — especially parents and educators — about the risks of treating AI as human-like, and regulate language and design that falsely implies emotion or consciousness."
unesco,unesco::GOVERN-11.13,Promote research on long-term AI impacts on children and youth,med,2,"policy,plan",25-28,"Governments must fund longitudinal studies on how prolonged AI exposure affects children’s development, behavior, and cognition, and assess broader cultural impacts to inform protective policies."
unesco,unesco::GOVERN-11.14,Engage children and youth in AI decision-making,med,2,"policy,plan",25-28,"Children and youth must be given formal, structured opportunities to contribute to AI policy and design decisions that affect them, ensuring their voices shape the future of AI systems."
unesco,unesco::GOVERN-12.1,Monitor and evaluate AI ethics policies transparently,high,3,"policy,plan",25-28,"Governments must establish ongoing, transparent monitoring systems to assess whether AI ethics policies are working, using both data and stakeholder feedback to ensure accountability."
unesco,unesco::GOVERN-12.2,Ensure broad stakeholder participation in AI monitoring,high,3,"policy,plan",25-28,AI ethics monitoring must include diverse voices — especially marginalized and vulnerable groups — to ensure evaluations reflect real-world impacts and avoid systemic bias in assessment.
